doi,article_id,article_type,publication_date,oa_is_oa,oa_status,oa_fulltext
10.1126/science.371.6534.1117-q,hW3133785670,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6533.1004-l,hW3133800925,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abg4672,hW3133809347,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6533.1004-t,hW3133823969,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6534.1117-n,hW3133868929,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6534.1091,hW3133906649,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6533.1004-i,hW3133908539,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6534.1174,hW3133924083,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6534.1089,hW3134070299,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6533.1004-q,hW3134128479,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abh3217,hW3134172202,article,2021-03-01,FALSE,closed,FALSE
10.1126/science.abh4317,hW3134188463,article,2021-03-08,FALSE,closed,FALSE
10.1126/science.371.6533.1004-p,hW3134205238,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abh2058,hW3134210501,dataset,2021-02-26,FALSE,closed,FALSE
10.1126/science.abh3998,hW3134231206,article,2021-03-05,FALSE,closed,FALSE
10.1126/science.371.6533.1070,hW3134249082,article,2021-03-05,FALSE,closed,FALSE
10.1126/science.371.6533.1004-f,hW3134288318,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6532.901-d,hW3134318159,article,2021-02-25,FALSE,closed,FALSE
10.1126/science.371.6533.1005-g,hW3134393819,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abh3609,hW3134410569,dataset,2021-03-05,FALSE,closed,FALSE
10.1126/science.371.6533.1004-o,hW3134423967,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6534.1117-m,hW3134507104,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6533.1004-j,hW3134577718,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6533.1005-f,hW3134685074,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6532.901-f,hW3134729471,article,2021-02-25,FALSE,closed,FALSE
10.1126/science.371.6533.1004-h,hW3134744793,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6533.1004-k,hW3134789581,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abh3977,hW3134792509,article,2021-03-05,FALSE,closed,FALSE
10.1126/science.371.6533.1004-s,hW3134963016,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.caredit.abh2491,hW3134974337,dataset,2021-02-26,FALSE,closed,FALSE
10.1126/science.371.6533.1005-c,hW3135034466,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6532.901-e,hW3135125125,article,2021-02-25,FALSE,closed,FALSE
10.1126/science.abg9908,hW3135194837,article,2021-03-05,FALSE,closed,FALSE
10.1126/science.371.6533.1004-a,hW3135216251,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6533.1004-m,hW3135219113,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6534.1117-r,hW3135232591,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6533.1005-e,hW3135282975,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abh3589,hW3135420987,article,2021-03-03,FALSE,closed,FALSE
10.1126/science.abi4329,hW3135421878,article,2021-03-09,FALSE,closed,FALSE
10.1126/science.abh2641,hW3135521224,article,2021-02-25,FALSE,closed,FALSE
10.1126/science.abh2468,hW3135625840,article,2021-02-25,FALSE,closed,FALSE
10.1126/science.371.6533.1004-c,hW3135633748,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6533.1004-d,hW3135640739,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6533.1004-n,hW3135669887,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abh3174,hW3135694870,article,2021-03-01,FALSE,closed,FALSE
10.1126/science.abh4264,hW3135749656,article,2021-03-08,FALSE,closed,FALSE
10.1126/science.371.6533.1004-r,hW3135757333,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.371.6533.1004-g,hW3135794697,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abh2835,hW3135866767,article,2021-02-26,FALSE,closed,FALSE
10.1126/science.371.6533.1004-e,hW3135899627,article,2021-03-04,FALSE,closed,FALSE
10.1126/science.abi5967,hW3135917705,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6536.1398,hW3135922071,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi4340,hW3135992925,article,2021-03-09,TRUE,hybrid,FALSE
10.1126/science.abg0851,hW3136003568,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi4558,hW3136076604,article,2021-03-10,FALSE,closed,FALSE
10.1126/science.371.6535.1216-m,hW3136110415,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-o,hW3136111309,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1217-d,hW3136139119,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6534.1117-t,hW3136170574,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.abi4499,hW3136283632,article,2021-03-10,FALSE,closed,FALSE
10.1126/science.371.6535.1216-r,hW3136297218,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi6114,hW3136438315,article,2021-03-19,FALSE,closed,FALSE
10.1126/science.abi5742,hW3136445589,article,2021-03-17,FALSE,closed,FALSE
10.1126/science.371.6536.1298,hW3136450158,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6535.1216-i,hW3136493038,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-s,hW3136540822,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi5521,hW3136613687,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-d,hW3136633720,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6534.1118-g,hW3136789895,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6534.1117-a,hW3136816119,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6535.1192,hW3136870826,article,2021-03-18,TRUE,bronze,FALSE
10.1126/science.371.6534.1117-b,hW3136873038,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6534.1117-p,hW3136894887,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6536.1326,hW3136911873,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6535.1216-h,hW3136918922,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi6459,hW3136993280,article,2021-03-22,FALSE,closed,FALSE
10.1126/science.abi4517,hW3137005381,article,2021-03-10,FALSE,closed,FALSE
10.1126/science.371.6534.1117-f,hW3137026498,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.abi5787,hW3137132525,dataset,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1217-f,hW3137150549,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-n,hW3137215654,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6536.1328-f,hW3137319962,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6534.1117-i,hW3137383816,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6535.1216-l,hW3137518308,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi4729,hW3137582337,dataset,2021-03-19,FALSE,closed,FALSE
10.1126/science.371.6534.1118-e,hW3137596033,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6534.1118-f,hW3137640995,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6534.1117-c,hW3137656279,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6535.1216-q,hW3137690800,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1191,hW3137865944,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1217-e,hW3137921012,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi6135,hW3137936662,article,2021-03-19,FALSE,closed,FALSE
10.1126/science.abi5947,hW3138030471,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi4556,hW3138034858,article,2021-03-10,FALSE,closed,FALSE
10.1126/science.abi5780,hW3138100051,dataset,2021-03-19,FALSE,closed,FALSE
10.1126/science.371.6535.1216-g,hW3138156740,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-t,hW3138240532,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6534.1118-d,hW3138429053,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6535.1216-p,hW3138455501,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.caredit.abi5795,hW3138488342,dataset,2021-03-19,FALSE,closed,FALSE
10.1126/science.caredit.abi4553,hW3138518707,dataset,2021-03-12,FALSE,closed,FALSE
10.1126/science.371.6535.1217-g,hW3138519134,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6534.1117-h,hW3138535203,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6534.1117-k,hW3138575887,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.abi4540,hW3138643870,article,2021-03-10,FALSE,closed,FALSE
10.1126/science.371.6535.1216-c,hW3138678572,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi5559,hW3138681156,article,2021-03-17,FALSE,closed,FALSE
10.1126/science.371.6535.1217-b,hW3138682200,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abg8077,hW3138685075,letter,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6535.1216-k,hW3138690843,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.abi5976,hW3138769961,article,2021-03-19,FALSE,closed,FALSE
10.1126/science.371.6536.1295,hW3138820363,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi5560,hW3138943202,article,2021-03-16,FALSE,closed,FALSE
10.1126/science.371.6534.1117-l,hW3139036861,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6535.1216-u,hW3139049494,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-f,hW3139080125,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-b,hW3139094090,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6534.1118-a,hW3139189442,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.abh3990,hW3139223491,dataset,2021-03-12,FALSE,closed,FALSE
10.1126/science.abg7834,hW3139228719,letter,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6535.1278,hW3139284145,article,2021-03-18,TRUE,bronze,FALSE
10.1126/science.371.6535.1189,hW3139325370,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1216-e,hW3139331646,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6535.1217-a,hW3139408438,article,2021-03-18,FALSE,closed,FALSE
10.1126/science.371.6534.1118-c,hW3139443974,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.abi6137,hW3139447620,article,2021-03-19,FALSE,closed,FALSE
10.1126/science.371.6534.1117-j,hW3139466040,article,2021-03-11,FALSE,closed,FALSE
10.1126/science.371.6536.1328-i,hW3139555552,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6536.1328-q,hW3139565503,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-f,hW3139569930,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-u,hW3139799411,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.abi8196,hW3139879018,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6538.113,hW3139951528,article,2021-04-09,FALSE,closed,FALSE
10.1126/science.abi7290,hW3139965084,article,2021-03-26,FALSE,closed,FALSE
10.1126/science.372.6537.43-a,hW3140071664,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-b,hW3140132357,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.abg6862,hW3140491010,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-l,hW3140498490,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1329-f,hW3140591959,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi6889,hW3140609760,article,2021-03-24,FALSE,closed,FALSE
10.1126/science.abi7840,hW3140816029,article,2021-03-30,FALSE,closed,FALSE
10.1126/science.abi6730,hW3140834600,article,2021-03-24,FALSE,closed,FALSE
10.1126/science.371.6536.1328-d,hW3140959931,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi8001,hW3141009124,dataset,2021-04-02,FALSE,closed,FALSE
10.1126/science.372.6537.43-i,hW3141075261,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.caredit.abi7836,hW3141132826,article,2021-03-31,FALSE,closed,FALSE
10.1126/science.abi7287,hW3141400512,article,2021-03-26,FALSE,closed,FALSE
10.1126/science.abi8005,hW3141443492,article,2021-03-31,FALSE,closed,FALSE
10.1126/science.abi7981,hW3141712408,article,2021-03-31,FALSE,closed,FALSE
10.1126/science.372.6537.43-e,hW3142166279,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.caredit.abi7787,hW3142184449,article,2021-03-30,FALSE,closed,FALSE
10.1126/science.caredit.abi6939,hW3142233375,dataset,2021-03-26,FALSE,closed,FALSE
10.1126/science.abi7627,hW3142367416,article,2021-03-29,FALSE,closed,FALSE
10.1126/science.371.6536.1329-e,hW3142599157,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.44-f,hW3142779000,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1329-g,hW3142783588,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi7998,hW3143162941,article,2021-03-31,FALSE,closed,FALSE
10.1126/science.371.6536.1328-k,hW3143246768,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi7119,hW3143286724,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6536.1328-o,hW3143467408,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6536.1329-d,hW3143540959,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi6707,hW3143656125,article,2021-03-23,FALSE,closed,FALSE
10.1126/science.371.6536.1328-t,hW3144021125,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6536.1328-g,hW3144365203,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi8172,hW3144416052,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.abi6494,hW3144450622,article,2021-03-23,FALSE,closed,FALSE
10.1126/science.372.6537.43-m,hW3144867469,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1328-v,hW3144998035,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6538.210,hW3145121809,article,2021-04-09,FALSE,closed,FALSE
10.1126/science.371.6536.1329-b,hW3145223284,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abg8058,hW3145504399,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.caredit.abi8050,hW3145592124,dataset,2021-04-01,FALSE,closed,FALSE
10.1126/science.abi7285,hW3145625792,dataset,2021-03-26,FALSE,closed,FALSE
10.1126/science.abi7092,hW3145629131,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi6910,hW3145786710,dataset,2021-03-26,FALSE,closed,FALSE
10.1126/science.372.6538.120,hW3145854958,article,2021-04-09,FALSE,closed,FALSE
10.1126/science.372.6537.44-b,hW3145923173,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-j,hW3145953298,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.abi4726,hW3146055600,article,2021-04-01,TRUE,green,TRUE
10.1126/science.abh3188,hW3146609104,letter,2021-04-09,FALSE,closed,FALSE
10.1126/science.371.6536.1328-u,hW3146989071,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-q,hW3147221812,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-g,hW3147285809,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1328-l,hW3147339871,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi7114,hW3147367517,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-p,hW3147407039,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-r,hW3147489336,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-h,hW3147773051,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.abi7121,hW3147800942,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6536.1328-p,hW3148228542,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.44-d,hW3148421763,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1328-h,hW3149013539,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-k,hW3149032620,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-t,hW3149176319,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6528.477-t,hW3149225487,article,2021-01-28,FALSE,closed,FALSE
10.1126/science.abi6725,hW3149326036,article,2021-03-23,FALSE,closed,FALSE
10.1126/science.372.6537.98,hW3149337095,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.44-e,hW3149357883,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.abh3991,hW3149386444,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1329-a,hW3149580017,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-n,hW3149687202,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6538.117,hW3149738689,article,2021-04-09,FALSE,closed,FALSE
10.1126/science.acx9030,hW3150113645,article,2021-09-09,TRUE,bronze,FALSE
10.1126/science.371.6536.1328-m,hW3150330482,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.371.6536.1328-b,hW3150503850,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-s,hW3150555755,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.43-d,hW3150558691,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1329-c,hW3151039533,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi8046,hW3151049622,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1328-r,hW3151154245,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.abi7115,hW3151371384,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.44-a,hW3151636385,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6537.44-g,hW3152048277,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.371.6536.1328-a,hW3152161244,article,2021-03-25,FALSE,closed,FALSE
10.1126/science.372.6537.43-o,hW3152359711,article,2021-04-01,FALSE,closed,FALSE
10.1126/science.372.6539.223,hW3152637841,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.226,hW3152680258,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi9400,hW3152746385,article,2021-04-09,FALSE,closed,FALSE
10.1126/science.372.6539.221,hW3152756798,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi5545,hW3152828985,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.abi9757,hW3152965195,article,2021-04-12,FALSE,closed,FALSE
10.1126/science.372.6540.430,hW3152973492,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.372.6538.141-o,hW3152982324,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-f,hW3152988189,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi8350,hW3153000188,dataset,2021-04-10,FALSE,closed,FALSE
10.1126/science.abj0309,hW3153030788,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.141-i,hW3153055122,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.251-g,hW3153133144,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.250-o,hW3153156740,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.141-e,hW3153226993,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6538.141-n,hW3153262414,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6538.141-b,hW3153363180,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abi8607,hW3153463788,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-e,hW3153478502,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.141-k,hW3153530128,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6540.356-d,hW3153649197,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.372.6538.141-d,hW3153681343,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abg0892,hW3153695834,letter,2021-04-15,TRUE,green,TRUE
10.1126/science.372.6539.250-q,hW3153757235,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.251-e,hW3153791220,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.250-r,hW3153960118,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.250-p,hW3153972690,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.141-r,hW3153992308,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6538.141-f,hW3154034491,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-n,hW3154068358,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.141-m,hW3154116849,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-l,hW3154118654,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi9411,hW3154176599,article,2021-04-09,FALSE,closed,FALSE
10.1126/science.372.6538.141-c,hW3154187555,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-k,hW3154546156,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.250-s,hW3154573953,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.250-a,hW3154622603,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.250-t,hW3154679043,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.141-u,hW3154741015,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abj0125,hW3154792054,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.141-p,hW3154809703,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-b,hW3154877890,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6538.142-d,hW3154911365,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6538.141-a,hW3154945047,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abi9376,hW3155028844,dataset,2021-04-16,FALSE,closed,FALSE
10.1126/science.372.6538.141-g,hW3155032407,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abi9188,hW3155057881,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.251-f,hW3155059672,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.caredit.abi9034,hW3155064059,dataset,2021-04-10,FALSE,closed,FALSE
10.1126/science.abj0272,hW3155084720,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi9944,hW3155237120,article,2021-04-14,TRUE,hybrid,FALSE
10.1126/science.372.6539.251-a,hW3155237296,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abj0785,hW3155244004,article,2021-04-19,FALSE,closed,FALSE
10.1126/science.abi9161,hW3155303890,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abj0480,hW3155304315,article,2021-04-16,TRUE,hybrid,FALSE
10.1126/science.372.6539.250-h,hW3155344259,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi8830,hW3155368361,article,2021-04-07,FALSE,closed,FALSE
10.1126/science.372.6538.142-a,hW3155408700,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abi9190,hW3155489816,dataset,2021-04-10,FALSE,closed,FALSE
10.1126/science.372.6538.141-s,hW3155519267,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abi8826,hW3155541201,article,2021-04-07,FALSE,closed,FALSE
10.1126/science.abi9372,hW3155562506,dataset,2021-04-20,FALSE,closed,FALSE
10.1126/science.372.6538.141-j,hW3155565415,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6538.141-l,hW3155567724,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6540.331,hW3155719991,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.372.6538.141-t,hW3155726387,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abj0822,hW3155749996,article,2021-04-19,FALSE,closed,FALSE
10.1126/science.372.6539.250-g,hW3155770577,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi9349,hW3155844309,article,2021-04-11,FALSE,closed,FALSE
10.1126/science.372.6538.142-f,hW3155866908,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.abi9725,hW3155958514,article,2021-04-12,FALSE,closed,FALSE
10.1126/science.372.6538.142-c,hW3155968989,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.310,hW3156050002,article,2021-04-15,TRUE,bronze,FALSE
10.1126/science.372.6538.141-h,hW3156144033,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-m,hW3156195763,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abj0094,hW3156289192,article,2021-04-14,FALSE,closed,FALSE
10.1126/science.abi9923,hW3156304415,article,2021-04-13,FALSE,closed,FALSE
10.1126/science.372.6539.250-c,hW3156378619,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.251-d,hW3156383526,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi9336,hW3156399101,article,2021-04-09,FALSE,closed,FALSE
10.1126/science.abj0101,hW3156508721,article,2021-04-14,FALSE,closed,FALSE
10.1126/science.abi9015,hW3156558523,article,2021-04-07,FALSE,closed,FALSE
10.1126/science.372.6538.142-g,hW3156573099,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6538.141-q,hW3156597050,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6540.330,hW3156604672,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.abi7805,hW3156615679,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.372.6539.250-d,hW3156648415,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abi9180,hW3156673220,article,2021-04-08,FALSE,closed,FALSE
10.1126/science.372.6539.250-i,hW3156801940,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6539.251-b,hW3156806790,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.372.6540.356-q,hW3156814652,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.abh2029,hW3156828643,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.372.6539.250-j,hW3156952368,article,2021-04-15,FALSE,closed,FALSE
10.1126/science.abj0986,hW3157027837,dataset,2021-04-21,FALSE,closed,FALSE
10.1126/science.abj1235,hW3157071090,article,2021-04-21,FALSE,closed,FALSE
10.1126/science.372.6541.476-c,hW3157090556,article,2021-04-29,FALSE,closed,FALSE
10.1126/science.372.6541.476-i,hW3157140581,article,2021-04-29,FALSE,closed,FALSE
10.1126/science.372.6540.356-f,hW3157179093,article,2021-04-22,FALSE,closed,FALSE
10.1126/science.abi9023,hW3157206322,article,2021-05-06,FALSE,closed,FALSE
10.1126/science.372.6541.477-d,hW3157246155,article,2021-04-29,FALSE,closed,FALSE
10.1126/science.372.6542.584-s,hW3157251777,article,2021-05-06,FALSE,closed,FALSE
10.1126/science.abi5697,hW3157276641,letter,2021-05-06,FALSE,closed,FALSE
